"ID_Word";"Word";"Definition";"Structure";"DateEntryWord";"Var1";"RandomNumber";"CounterWords";"CumulWord";"Phonetics"
21;"estancamiento";"Fase de detención del crecimiento económico";;1.4.1994 00:00:00;;0;0;0;
22;"asestar";"v.tr. Dirigir (una arma) hacia el objeto que se quiere ofender con ella; p.ext. dirigir con intención (un objeto): Asestar el anteojo; Fig. Asestarel amor de sus tiros.
Fig. Hacer tiro, intentar causar dano: Quisieron asestarle y hacer una molestia pesad";;1.4.1994 00:00:00;;0;0;0;
23;"terquedad";;;1.4.1994 00:00:00;;0;0;0;
24;"atacamiento";;;1.4.1994 00:00:00;;0;0;0;
25;"dasatar";;;1.4.1994 00:00:00;;0;0;0;
26;"refriega";;;1.4.1994 00:00:00;;0;0;0;
27;"zanjar";;;1.4.1994 00:00:00;;0;0;0;
28;"ápice";;;1.4.1994 00:00:00;;0;0;0;
29;"arriates";;;1.4.1994 00:00:00;;0;0;0;
30;"marchitado";;;1.4.1994 00:00:00;;0;0;0;
31;"pericia";;;1.4.1994 00:00:00;;0;0;0;
32;"desasirse";;;1.4.1994 00:00:00;;0;0;0;
33;"triquiñelas";;;1.4.1994 00:00:00;;0;0;0;
34;"gualdrapa";"Cubierta larga, de seda o lana, que se les pone a los caballos o mulas y llega casi hasta el suelo;
(inf.) andrajo que cuelga de la ropa";;1.4.1994 00:00:00;;0;0;0;
35;"incumbencia";"Acción, función, etc. que corresponde a determinada persona: 'Eso no es incumbencia mía.'
(despectivo) Encargo o diligencia que alguien tiene que realizar: 'No me des más incumbencias, que ya llevo bastantes'.";;1.4.1994 00:00:00;;0;0;0;
36;"latiguillo";"Efectismo declamatorio conseguido exagerando la expresión o con frases echas altisonantes.
RAE fig. y fam. Exceso declamatorio del actor o del orador que, exagerando la expresión de las afectos, quiere lograr un aplauso.";;1.4.1994 00:00:00;;0;0;0;
37;"recidiva";"Med. Repetición de una enfermedad poco después de terminada la convalecencia.";;1.4.1994 00:00:00;;0;0;0;
38;"soflama";"Llama pequen~a de un fuego que arde ya con poca intensidad;
""Arenga.Proclama"". Discurso ardoroso destinado a arrastrar a la gente  a una acción revolucionaria.";;1.4.1994 00:00:00;;0;0;0;
39;"hemeroteca";"Sitio donde se guardan ordenadamente y a disposición de los lectores periódicos y revistas.";;1.4.1994 00:00:00;;0;0;0;
40;"insurgente";"""Insurrecto. Rebelde. Sedicioso. Sublevado"". Se aplica a los que se han declarado colectivamente contra las autoridades y están en lucha contra ellas: 'Las provincias insurgentes'";;1.4.1994 00:00:00;;0;0;0;
41;"nepotismo";"Nombre con que se designa el vicio de la administración pública que consiste en que los personajes den los cargos a sus parientes o que se den los cargos por favor y no por mérito.";;1.4.1994 00:00:00;;0;0;0;
42;"recoveco";"1. Revuelta"". Torcedura o vuelta en el curso de algo como una calle o un pasillo.
2. ""Escondrijo. Rincón"". Sitio escondido que resulta de la forma o disposición irregular de una cosa: 'Una casa con muchos recovecos'.
Se usa también en sentido figurado c";;1.4.1994 00:00:00;;0;0;0;
43;"tiento";;;1.4.1994 00:00:00;;0;0;0;
44;"hurí";"Nombre aplicado por los musulmanes a las mujeres hermosas que existen en su paraíso.";;1.4.1994 00:00:00;;0;0;0;
45;"panfleto";"folleto u hoja de propaganda política o de ideas de cualquier clase.";;1.4.1994 00:00:00;;0;0;0;
46;"tránsfuga";"(masc. yfem.) 1. Persona que pasa huyendo de un sitio a otro.
2. (culto) Persona que abandona un partido o ideología y pasa a otro.";;1.4.1994 00:00:00;;0;0;0;
47;"imponderable";"1. Tal que no se puede pesar, someter a medida o precisar en su alcance o importancia: 'Los factores imponderables'.
2. Neologismo: Factor imponderable que interviene en una cuestión: 'Esto sin contar con los imponderables'
3. ""Inapreciable. Inestimable";;1.4.1994 00:00:00;;0;0;0;
48;"lánguido";"(aplicado a personas y a cosas) 1. Falto de fuerza, vigor o lozanía, mostrándolo en su actitud o aspecto.
2. ""Abatido"". Falto de ánimo o alegria.";;1.4.1994 00:00:00;;0;0;0;
49;"pinrel";"(germanía). Pie de las personas";;1.4.1994 00:00:00;;0;0;0;
50;"rescindir";"""Anular"". Dejar sin efecto un contrato u obligación, por decisión de una  o de ambas partes.";;1.4.1994 00:00:00;;0;0;0;
51;"ubicuo";"Se aplica a lo que està en todas partes. En particular, a Dios.
(Culto) Se aplica hperbólicamente a la persona extraordinariamente activa, que acude a muchas atenciones o muchos sitios.";;1.4.1994 00:00:00;;0;0;0;
52;"abulia";"""Apatía"". Falta de voluntad o de energía para emprender algo o para moverse.";;1.4.1994 00:00:00;;0;0;0;
53;"aledan~o";"1. (adj.; poco u.) Lindante
2. (en mpl) ""Alrededores"". Terreno alrededor de una población, immediato a ella
terreno en los alrededores de un lugar cualquiera que se considera: 'Vive en los aledan~os del castillo'";;1.4.1994 00:00:00;;0;0;0;
54;"faca";"cuchillo o navaja de grandes dimensiones, con puntay, a veces, con la hoja un poco encorvada.";;1.4.1994 00:00:00;;0;0;0;
55;"cariátide";"Escultura de mujer que hace oficio de columna";;1.4.1994 00:00:00;;0;0;0;
56;"fauces";"Parte posterior de la boca de los mamíferos, que es el paso de ella a la faringe.";;1.4.1994 00:00:00;;29;0;2;
57;"afrenta";"(Hacer, Inferir; Ser una a.). Ofensa, Cosa que se dice o hace a alguien en que se le muestra poca estimación o duda sobre su honradez u honor: 'Le hicieron la afrenta de exigirle cuentas.
(Ser). ""Vergüenza"". Acción propia, circunstancia o suceso que hace";;1.4.1994 00:00:00;;0;0;0;
58;"alquibla";"Punto del horizonte o lugar de la mezquita a donde los musulmanes dirigen la vista cuando rezan.";;1.4.1994 00:00:00;;0;0;0;
59;"mimesis";"(Culto). Imitación de los gestos, movimientos, manera de hablar, etc. du una persona, hecha generalmente como burla.";;1.4.1994 00:00:00;;0;0;0;
60;"alcorque";"Hoyo hecho alrededor de los árboles para recoger el agua de lluvia o retener la de riego.";;1.4.1994 00:00:00;;0;0;0;
61;"cairel";"1. Peluca en forma de fleco.
2. (pl.) Fleco de adorno para vestidos";;1.4.1994 00:00:00;;0;0;0;
62;"ágora";"Plaza en donde se reunían las asambleas públicas en las ciudades de la antigua Grecia.
La misma asemblea.";;1.4.1994 00:00:00;;0;0;0;
63;"efemérides";"Escrito en que se referien los hechos de cada día. 
Hechos sucedidos en la misma fecha en que se està o de que se trata, en otros an~os.";;1.4.1994 00:00:00;;0;0;0;
64;"concierto";"1. ""Acuerdo"". Acción y efecto de concertar una cosa o concertarse para algo.
2. ""Acuerdo"". Cosa concertada";;1.4.1994 00:00:00;;0;0;0;
65;"aval";"""Garantía"". Firma puesta al pie de un documento de crédito para comprometerse a su pago en caso de no hacerlo el obligado a ello;
""Dar. Pedir"". Acción de responder por una persona en cualquier aspecto, particularmente en el político.
Documento en que se";;1.4.1994 00:00:00;;0;0;0;
66;"fiambrera";"Cacerola con la tapa bien ajustada que sirve para transportar la comida en viajes, excursiones etc.";;1.4.1994 00:00:00;;0;0;0;
67;"tartera";"1. Cazuela de barro
2. Fiambrera";;1.4.1994 00:00:00;;0;0;0;
68;"ataviar";"""Arreglar"". Vestir y adornar a alguien: 'La ataviaron con el traje de novia.'";;1.4.1994 00:00:00;;0;0;0;
69;"abarcar";"1. ""Abrazar"". Rodear o poder rodear con los brazos o con la mano la cosa que se expresa.
2. Comprender una cosa dentro de sí a otra que se expresa, o extenderse a lo que se expresa: 'El paréntesis abarca desde...hasta...' Desde allí se abarca con la mira";;1.4.1994 00:00:00;;0;0;0;
70;"abnegación";"Cualidad o actitud del que arrostra peligros, sufre privaciones o realiza cualquier clase de sacrificios por otras personas, por un ideal, etc.";;1.4.1994 00:00:00;;0;0;0;
71;"aborrecer";"""Sentir, tener aversión"". Experimentar hacia algo o alguien un sentimiento que impulsa a apartarse de la persona o cosa de que se trata y a desear su desaparición o que no exista.
2. (pop) Dejar de querer a una persona
3. (fig. e inf.: con) ""Aburrir. Ex";;1.4.1994 00:00:00;;0;0;0;
72;"bordar";;;1.4.1994 00:00:00;;0;0;0;
73;"antojo";;;1.4.1994 00:00:00;;0;0;0;
74;"alardear";"(de) ""Jactarse. Presumir"". Exhibir con vanidad cierta cualidad o circunstancia, aunque no constituya um mérito: 'Alardea de conquistador, de perspicaz, de tener influencia con el ministro'.";;1.4.1994 00:00:00;;0;0;0;
75;"esfumarse";"""Desvanecerse. Disiparse"". Desaparecer gradualmente una cosa por alejarse, por disolverse o por expandirse: 'El coche se esfumó en la lejanía'. 'La nube acabó por esfumarse'";;1.4.1994 00:00:00;;0;0;0;
76;"timar";"1. ""Estafar"". Robar con engan~o
2. (fig. e. inf.) Engan~ar a alguien en una venta u otro trato o haciéndole concebir esperanzas que luego no se realizan.";;1.4.1994 00:00:00;;0;0;0;
77;"jactarse";"""Alabarse. Alardear. Preciarse. Presumir"". Decir o pensar con orgullo que se tiene cierta cualidad, aunque no se tenga: 'Se jacta de ser el más fuerte de todos. Se jacta de hacer siempre lo que le da la gana.
Mostrar con presunción que se posee cierta co";;1.4.1994 00:00:00;;0;0;0;
78;"fechorías";;;1.4.1994 00:00:00;;0;0;0;
79;"cobijo";;;1.4.1994 00:00:00;;0;0;0;
80;"cerril";;;1.4.1994 00:00:00;;0;0;0;
81;"llaga";"Fig. Pena o padecimiento moral";;1.4.1994 00:00:00;;8;0;2;
82;"indefensión";"Estado de indefenso";;1.4.1994 00:00:00;;0;0;0;
83;"desasosiego";;;1.4.1994 00:00:00;;0;0;0;
84;"turba";;;1.4.1994 00:00:00;;132;0;3;
85;"vapulear";"1 ""Apalear. Azotar. Sacudir. Zurrar). Golpear algo o a alguien con fuerza e insistentemente; por ejemplo, golpear una alfombra para quitarle el polvo o darle a alguien una paliza.
2. Fig. dirigir a alguien una reprensión, críticas o reproches muy duros.";;1.4.1994 00:00:00;;0;0;0;
86;"urgir";;;1.4.1994 00:00:00;;0;0;0;
87;"saña";;;1.4.1994 00:00:00;;0;0;0;
88;"jalear";"1. Animar con palabras, palmadas, etc. a los que danzan o cantan.
Animar a alguien con alabanzas exageradas de lo que hace.";;1.4.1994 00:00:00;;0;0;0;
89;"embestidas";;;1.4.1994 00:00:00;;0;0;0;
90;"mequetrefe";"Hombre entremetido, bullicioso y de poco provecho";;1.4.1994 00:00:00;;0;0;0;
91;"otear";"1. ""Descubrir. Divisar. Dominar"". Poder ver desde cierto lugar alto una extensión de terreno: 'desde aquella altura se otea todo el valle'
2. ""Escudrin~ar. Observar"". Buscar con la vista para descubrir algo";;1.4.1994 00:00:00;;0;0;0;
92;"encarnizado";;;1.4.1994 00:00:00;;0;0;0;
93;"mercaderes";;;1.4.1994 00:00:00;;0;0;0;
94;"vertedero";"1. Sitio en donde se echan basuras, escombros o cosas inservibles.
2. Sitio por donde se vierte cualquier cosa.";;1.4.1994 00:00:00;;0;0;0;
95;"cerril";"1. (aplicado al terreno). Abrupto
2. (aplicado a caballerías). Salvaje: sin domar
3. (acep. corriente; aplicado a personas y a su actitud o comportamiento). Tosco o grosero.";;1.4.1994 00:00:00;;0;0;0;
96;"espuerta";;;1.4.1994 00:00:00;;0;0;0;
97;"a piñon fijo";;;1.4.1994 00:00:00;;324;0;3;
98;"rezumir";;;1.4.1994 00:00:00;;0;0;0;
99;"gesta";;;1.4.1994 00:00:00;;0;0;0;
100;"desbocado";;;1.4.1994 00:00:00;;0;0;0;
101;"menoscabar";"""Perjudicar"". Quitar algo, en sentido no espacial, a la integridad, la perfección o el valor de una cosa: 'Su prestigio saldrà menoscabado de este escándalo. Esta cláusula del contrato menoscaba el derecho de proprietario. El trabajo físico no menoscaba s";;1.4.1994 00:00:00;;0;0;0;
102;"asentamiento";;;1.4.1994 00:00:00;;0;0;0;
103;"contundente";;;1.4.1994 00:00:00;;0;0;0;
104;"siniestra";;;1.4.1994 00:00:00;;0;0;0;
105;"aldabonazo";;;1.4.1994 00:00:00;;0;0;0;
106;"atiborrar";;;1.4.1994 00:00:00;;0;0;0;
107;"airado";;;1.4.1994 00:00:00;;0;0;0;
108;"abad";"Superior de un monasterio o de algunas colegiatas";;1.4.1994 00:00:00;;494;0;4;
109;"yantar";"(tr.; ant.)Comer; (ìd) Comer al mediodía
(n.m) Antiguo tributo en especie que pagaban los habitantes de un lugar al sen~or cuando pasaba por él";;1.4.1994 00:00:00;;0;0;0;
110;"espulgar";"quitarle las pulgas a alguien;
(Fig.) Escudrin~ar. Examinar algo détenidamente.";;1.4.1994 00:00:00;;0;0;0;
111;"esquero";"Bolsa de cuero que se llevaba antiguamente sujeta al cinturón, en la que se ponía la yesca y el pedernal, dinero etc.";;1.4.1994 00:00:00;;0;0;0;
112;"pedernal";"(El, un). Variedad de cuarzo de color girs, tralúcido en los bordes que da chispa al ser gopeado con otro o con un eslabón y se emplea para encender la yesca en el encededor, para prender la carga de las armas etc.";;1.4.1994 00:00:00;;0;0;0;
113;"yesca";"Madera carcomida por el ataque de hongos, que, estando seca, arde con mucha facilidad, aunque sólo sea al contacto de una chispa. Materia o conjunto de materias o materiales muy expuestos a arder, por su naturaleza o sequedad.";;1.4.1994 00:00:00;;0;0;0;
114;"desempeñar";"recuperar una prenda, pagando la cantidad de la cual respondía. Particularmente, sacar prendas de una casa de empen~os, pagando la cantidad que se obtuvo en préstamos sobre ellas;
2 ""de"" Dejar a alguien sin deudas, pagándolas por él o dándole dinero para";;1.4.1994 00:00:00;;0;0;0;
115;"decoro";"1. ""Dignidad"": (con referencia al comportamiento, aspecto, etc. de las personas). Circunstancia de merecer e inspirar respeto y estimación: 'El decoro de la profesión exige un traje cuidado.
""Dignidad. honor. Propia estimación"". Conciencia de esa circuns";;1.4.1994 00:00:00;;0;0;0;
116;"atropellar";"Fig. ""Arrollar"". Obrar sin dejarse detener por obstáculos físicos o morales o por consideraciones de ninguna clase. 
Fig. Obrar sin respecto o consideración a los deredchos de alguien, a las leyes, la conveniencias sociales etc. : 'Han atropellado la jus";;1.4.1994 00:00:00;;0;0;0;
117;"dar alas a alguien";"""Dar pie"". Darle ocasión o pretexto para que se insolente o se engría.";;1.4.1994 00:00:00;;0;0;0;
118;"engreído";"Se dice de la persona convencida de su propio valer, y que, por ello, se muestra despectiva con otra.";;1.4.1994 00:00:00;;0;0;0;
119;"despectivo";"(Aplicado a las personas, a sus actos, actitudes, gestos, palabras etc.) 1. (ser) ""Desden~oso. Despreciativo"": Inclinado a despreciar
Empleado para despreciar: 'Lo apartó con un gesto despectivo'";;1.4.1994 00:00:00;;0;0;0;
120;"can";"1. (literario y usado en derivados y compuestos) Perro
2. Cabeza de una viga que, sobresaliendo por la parte exterior del muro, sostiene la cornisa.";;1.4.1994 00:00:00;;0;0;0;
121;"vagancia";"1. Situación del que està ocioso
2. Cualidad de vago (mal trabajador)";;1.4.1994 00:00:00;;0;0;0;
122;"acaecer";"1. ""Ocurrir. Suceder"". Producirse una acción o un suceso de manera espontánea.";;1.4.1994 00:00:00;;456;0;4;
123;"irrogar";"""Acarrear"". Causar el dan~o, molestia, perjuicio etc. que se expresa: 'Tu falta de formalidad me ha irrogado muchos perjuicios'";;1.4.1994 00:00:00;;413;0;2;
124;"sanar";"1 (vint.; de) ""Curarse"". Recobrar la salud un enfermo
(tr. de) ""Curar"". Poner nuevamente sano a alguien que estaba enfermo";;1.4.1994 00:00:00;;0;0;0;
125;"hallar";"Encontrar algo o a alguien, casualmente o buscándolo: 'Hallé el libro que me interesaba. Hallar una pista, la solución de un problema.
Descubrir: 'Hallar un nuevo mundo'
Inventar: 'Hallar una nueva ley'
2 (que) ""Notar. Observar. Percibir"". Darse cuenta";;1.4.1994 00:00:00;;0;0;0;
126;"aceña";"Molino harinero situado en el cauce de un río cuya agua lo mueve.";;1.4.1994 00:00:00;;0;0;0;
127;"huelga";"1. Espacio de tiempo en que alguien està sin trabajar.

2. Recreo que se disfruta, generalmente en el campo o en sitio ameno.";;1.4.1994 00:00:00;;0;0;0;
128;"cohombro";"Variedad de pepino muy largo y torcido";;1.4.1994 00:00:00;;0;0;0;
129;"acólito";"1. Eclesiástico que tiene el acolitado.
2. (Fig) Hombre que acompan~a asiduamente a otro en actitud de adhesión o subordinación.";;1.4.1994 00:00:00;;0;0;0;
130;"tiento";"1. Acción de tentar
2. ""Tacto"" cuidado o habilidad con que se obra o habla para no producir un efecto perjudicial o cometer una inconveniencia.";;1.4.1994 00:00:00;;0;0;0;
131;"prescindir";"Renunciar a una cosa o decidir no tenerla, por no poder, por no necesitarla, o por desprecio: 'Han tenido que prescindir del coche.'
No utilizar a una persona: 'Està disgustado porque han prescindido de é al formar el equipo.'";;1.4.1994 00:00:00;;0;0;0;
132;"remesa";"1. ""Remisión"". Acción de remitir (enviar)
2. ""Expedición"". Coasa, particularmente mercancias, que se remiten de una vez: 'Ha llegado una remesa de algodón. Su encargo no ha llegado en esta remesa'";;1.4.1994 00:00:00;;0;0;0;
133;"saldar";"1. ""Liquidar"". Dejar terminada una cuenta haciendo las operaciones par saber el resultado final y pagando el deudor la cantidad resultante.
Pagar completamente una deuda
Fig. Se aplica también a ""diferencias"" y palabras equivalentes, significando dejarl";;1.4.1994 00:00:00;;0;0;0;
134;"escardar";"1. Arrancar los cardos y malas hierbas de los campos cultivados.
2.( Fig y no frec.: aplicado a cosas no materiales) Apartar lo malo de lo bueno en una cosa.";;1.4.1994 00:00:00;;0;0;0;
135;"troj";"fem. Lugar rodeado de paredes, donde se almacenan frutos, esp. cereales";;1.4.1994 00:00:00;;0;0;0;
136;"mudar";"1 (de). ""Cambiar. Variar"". Ponerse una cosa distinta de como era o estaba, en el aspecto que se expresa: 'He mudado de gustos. Su pelo ha mudado de color, pero él no ha mudado de carácter'
2. Irse o pasar de un sitio a otro: 'Mudar de piso, de residencia";;1.4.1994 00:00:00;;0;0;0;
137;"cañamar";"campo de cán~ano";;1.4.1994 00:00:00;;0;0;0;
138;"achacar";"Atribuir, especialemente una cosa censurable o punible: 'Me achacan unas frases que nunca he dicho. Le achacan la responsabilidad del accidente.'";;1.4.1994 00:00:00;;0;0;0;
139;"achaque";"1. Denuncia hecha con intención de obtener dinero del denunciado a cambio de no proseguirla
2. Enfermedad crónica no grave o cualquier alteración no grave en la salud.";;1.4.1994 00:00:00;;0;0;0;
140;"odre";"""Cuero. Pellejo"" Piel, generalmente de cobra, cosida y pegada que se utiliza para contener liquidos, especialmente, vino o aceite.";;1.4.1994 00:00:00;;0;0;0;
141;"pez";"fem. Substancia negruzca, muy viscosa, residuo de la destilación del alquitrán, que, por ser insoluble en el agua, se emplea para impermeabilizar superficies.";;1.4.1994 00:00:00;;0;0;0;
142;"mascar";"""Masticar"". Triturar la comida en la boca con los dientes.
(Fig. e inf.) Hacer una cosa muy fácil para alguien explicándola de modo que no tiene que esforzarse nada para entenderla o saberla.";;1.4.1994 00:00:00;;0;0;0;
143;"arrancel";;;1.4.1994 00:00:00;;0;0;0;
144;"coca";"""Hayo"". Arbusto del Perú de cuyas hojas se extrae la cocaína. Los naturales toman también el cocimiento de sus hojas, a menera de té, y los indios las mascan para extraer y tragar su jugo.";;1.4.1994 00:00:00;;0;0;0;
145;"cocal";"(Perú). Campo de cocas";;1.4.1994 00:00:00;;0;0;0;
146;"asesor";"""Consejero"". Persona encargada de informar o aconsejar en ciertos asuntos que son de su competencia a otra o a una entidad.";;1.4.1994 00:00:00;;0;0;0;
147;"zurrar";"(Fig. e inf.) Dar golpes repetidos a alguien para hacerle dan~o;
Hacer sentir una persona a otra su superioridad en una rin~a o discusión.";;1.4.1994 00:00:00;;0;0;0;
148;"matizar de";"""Ten~ir"". Communicar cierto matiz, tono o aspecto a una cosa: 'Matizar u discurso de significado político'";;1.4.1994 00:00:00;;0;0;0;
149;"escudriñar";"Tratar de ver o averiguar los detalles menos manifiestos o las anterioridades de una cosa, o la intimidad de alguien.
Escrutar, Mirar intensamente en un sitio en busca de algo: 'Escudrin~ar el mar en busca de alguna nave'";;1.4.1994 00:00:00;;0;0;0;
150;"acorralar";"Fig. Poner a alguien en una situación tal que no tiene más remedio que acceder a lo que se exige o pide de él.";;1.4.1994 00:00:00;;0;0;0;
151;"estupefacientes";;;1.4.1994 00:00:00;;0;0;0;
152;"estigmatizar";"Fig. Dejar a alguien marcado con una imputación infamante";;1.4.1994 00:00:00;;0;0;0;
153;"adalid";"Hombre que se distingue en la defensa o sostenimiento de cierta cosa";;1.4.1994 00:00:00;;0;0;0;
154;"escaño";"Asiento de cada diputado en el congreso";;1.4.1994 00:00:00;;0;0;0;
155;"arrebatar";"Arrastrar o llevarse algo con prisa o violencia: quitar una cosa violentamente a alguien.";;1.4.1994 00:00:00;;0;0;0;
156;"acarrear";"con ""desagracias, disgustos, molestias"" o palabras semejantes, producir lo que esas palabras expresan: 'Aquella imprevisión nos acarreó muchos disgustos'";;1.4.1994 00:00:00;;0;0;0;
157;"caudal";"Abundancia de cierta cosa: 'Tiene un caudal de simpatía'. 
Conjunto de ciertas cosas que se tienen: `con ese caudal de conocimientos no tienes suficiente'";;1.4.1994 00:00:00;;0;0;0;
158;"sintonía";"Circunstancia de tener un circuito eléctrico la misma frecuencia de vibración que otro, por lo cual existe resonancia entre ambos.";;1.4.1994 00:00:00;;0;0;0;
159;"adicto";"Med. Se aplica a la persona que es incapaz de resistirse a tomar drogas.";;1.4.1994 00:00:00;;0;0;0;
160;"cortapisa";"Condición o restricción con que se limita una concesión: 'Le han puesto en libertad, pero muchas cortapisas'";;1.4.1994 00:00:00;;0;0;0;
161;"decomisado";;;1.4.1994 00:00:00;;0;0;0;
162;"jaqueca";;;1.4.1994 00:00:00;;0;0;0;
163;"cebar";;;1.4.1994 00:00:00;;0;0;0;
164;"ubicación";;;1.4.1994 00:00:00;;0;0;0;
165;"aunar";;;1.4.1994 00:00:00;;0;0;0;
166;"lidiar";;;1.4.1994 00:00:00;;0;0;0;
167;"niño burbuja";;;1.4.1994 00:00:00;;0;0;0;
168;"vaticinar";;;1.4.1994 00:00:00;;0;0;0;
169;"genoma";;;1.4.1994 00:00:00;;0;0;0;
170;"apresurar";;;1.4.1994 00:00:00;;0;0;0;
171;"descabellado";;;1.4.1994 00:00:00;;0;0;0;
172;"concertar";;;1.4.1994 00:00:00;;0;0;0;
173;"fallar";;;1.4.1994 00:00:00;;0;0;0;
174;"polvareda";;;1.4.1994 00:00:00;;0;0;0;
175;"infundir";;;1.4.1994 00:00:00;;0;0;0;
176;"contundente";;;1.4.1994 00:00:00;;0;0;0;
177;"arriscado";;;1.4.1994 00:00:00;;0;0;0;
178;"reza";;;1.4.1994 00:00:00;;0;0;0;
179;"arraigado";;;1.4.1994 00:00:00;;0;0;0;
180;"cautela";;;1.4.1994 00:00:00;;0;0;0;
181;"encandila";;;1.4.1994 00:00:00;;0;0;0;
182;"imperecedero";;;1.4.1994 00:00:00;;0;0;0;
