ID_Joke;RandomNumber;Word1;Word2;Word3;Word4;Joke;CounterJokes;CumulJoke;DateEntry;RF_Language;RF_Source;language
60;174;Miguelito;cine;tortazo;;"Miguelito va al cine con su papá. Al regresar a casa, mamá le pregunta si se ha divertido.
- Oh, sí, mamá! Todo muy divertido. Pero lo más divertido ha sido cuando una señorita, que estaba a nuestro lado en la fila, ha dado un tortazo a papá!";0;2;10.07.1994 00:00;2;1;s
61;286;mono;familia;;;"- Mamá, es cierto que descendemos del mono?
- No lo sé, tesoro. Tu padre nunca ha querido presentarme a su familia.";0;3;10.07.1994 00:00;2;1;s
62;238;parecer;arriba: mamá;abajo: papá;;"- A quien te pareces más, queridito, a papá o a mamá?
- Muy fácil, tía: en lo de arriba, a mamá, y en lo de abajo, a papá!";0;3;10.07.1994 00:00;2;1;s
63;113;Johny;coche;sujetador;;"Johny, de quince años, está desayunando con su padre.
- Papá, me vas a disculpar. Ayer por la noche saqué tu coche del garaje para llevar a un amigo hasta su casa.
- Ya lo sé, querido.
- Cómo lo sabes? Estabas despierto tan tarde?
- No. Pero acabo de encontrar el sujetador de tu ""amigo"" en el coche.";0;2;10.07.1994 00:00;2;1;s
64;175;niño;muerto;polvo;;"El niño llega muy pensativo a su casa después de lo que ha oído en la escuela.
- Mamá, es cierto que cuando uno se muere se convierte en polvo?
- Claro que sí, hijo.
El chico se retira a su dormitorio nada más cenar. Después, se escuchan sus gritos:
- Mamá! Mamá! Debajo de mi cama hay un muerto!";0;3;10.07.1994 00:00;2;1;s
54;161;médico;alcohólico;agua;;"El médico revisa un alcohólico:
- Oiga, su salud es muy precaria, deberá beber mucho más agua que vino!
- Impossible, doctor! Ya estoy bebiendo tres litros de vino...";0;2;10.07.1994 00:00;2;1;s
17;212;hombre;prisión;cadáver;;"Un hombre es condenado a prisión por haber mantenido relaciones sexuales con el cadáver de su propia mujer a las pocas horas de su muerte. Cuando el juez le pregunta qué puede alegar en su defensa, el hombre declara muy seguro:
- Honradamente, su señoría, no sabía que Ethel estuviese muerta. Si siempre ha estado así durante nuestros doce años de matrimonio!";0;3;01.05.1994 00:00;2;1;s
24;125;director de sanatorio;insomnio;sereno;;"El director del sanatorio pregunta al paciente:
- Qué tiene?
- Padezco de insomnio.
- No le gustaría trabajar aquí de sereno?";0;4;01.06.1994 00:00;2;1;s
34;110;encuesta;vaselina;manija;;"Un jovencito está realizando una encuesta por las casas para una fábrica de vaselina. Llama a una puerta y sale una señora.
- Dígame, tiene usted niños?
- Sí - responde ella -, tengo cinco.
- Bien, y usan vaselina?
- Sí, cuando alguno se corta o se le pone la piel roja.
- Y para sus relaciones sexuales?
- A menudo - sonríe la señora.
- Externamente o internamente? - continua él.
- Externamente - es la respuesta
- Podría decirme dónde se la aplica?
- Desde luego -responde ella sin titubear. Sobre la manija de la puerta para impedir que los niños entren en nuestro dormitorio!";0;3;13.06.1994 00:00;2;1;s
22;214;señor Rossi;poner los cuernos;puntualidad;;"El señor Rossi recibe una carta anónima:
«Estimado señor Rossi, mañana a las nueve de la noche en punto, su mujer le pondrá los cuernos. Firmado: un amigo»
Y el señor Rossi, muy tranquilo y nada anojado, murmura en voz baja:
- Pobrecito, otro que se hace ilusiones con la puntualidad de mi mujer!";0;4;01.05.1994 00:00;2;1;s
41;91;hija;cerrar ojos;;;"La madre a la hija que acaba de salir por primera vez con un chico:
- Luisa, espero que esta noche hayas mantenido los ojos bien abiertos mientras estabas con Jorge.
- Oh, sí, mamá, casi siempre!
- Qué quieres decir con casi siempre?
- Bueno, cuando nos acostamos y él se me puso encima cerré los ojos un poquito, mamá. Era tan bonito!";0;4;18.06.1994 00:00;2;1;s
20;5;matrimonio;Semana Santa;higo;;"Un matrimonio de gitanos en la cama. En un arrebato pasional, él exclama:
- Pepa, déjame que te muerda una teta...!
- NO! - grita ella muy indignada- Recuerda que estamos en Semana Santa y no se puede comer carne!
Pero el marido, insistente, replica:
- Pues te morderé el higo, que la fruta se puede comer en la Cuaresma!";0;4;01.05.1994 00:00;2;1;s
25;91;paciente;autopsia;;;"Colega, cómo está el paciente de la habitación 507?
- Evoluciona favorablemente. Creo que si no se presentan complicaciones, mañana mismo podré hacerle la autopsia.";0;3;01.06.1994 00:00;2;1;s
18;234;esposos;primera de bodas;padres;;"Los dos esposos deciden pasar la primera de bodas en casa de sus padres -los de él-. 
Y éstos aprovechan para espiarles, queriendo repetir todo lo que vean. Después de que la joven pareja ha hecho el amor tres veces, la madre golpea violentamente en la pared, gritando:
- Jao, déjalo, estás matando a tu padre!";0;3;01.05.1994 00:00;2;1;s
23;175;Marido;idiota;esposa: vanidosa;;"Marido:
- Era un idiota cuando me casé contigo.
Esposa:
- Es verdad; pero yo era demasiado vanidosa para darme cuenta.";0;7;01.06.1994 00:00;2;1;s
16;110;chica;hermanastro;casar;;"Una chica quiere casarse con el hijo del vecino; pero su padre le desanima secretamente diciéndole:
- No puedes  casarte con él. No se lo digas a tu madre, pero es hermanastro tuyo.
Lo mismo sucede con otros dos pretendientes; y, al fin, la chica se da cuenta de que a ese paso no podrá casarse con nadie del país. Y confia su problema a su madre.
- Hija mía, déjate de preocupar, si él no es tu padre!";0;4;01.05.1994 00:00;2;1;s
15;91;rico norteamericano;abogado;corazón;amor;"Poco antes de su veinticinco aniversario de boda, un rico norteamericano dice a su mujer:
- Querida, hoy he visto a mi abogado, y quiero que sepas que ya he arreglado tu porvenir: he hecho testamento, y te he dejado todo lo que poseo! Mis pólizas de suguros están en orden, y te rendirán unos beneficios de cien millones, que podrás utilizar después de mi merte, mientras esperas que se haga efectivo el testamento. Y ahora la mala noticia: mi médico me ha dicho que tengo el corazón en pésimas condiciones, y que el más ligero esfuerzo físico puede llevarme a la tumba.
La espose le consuela de la mejor manera possible, y al fin se duermen. A la manana siquiente, el millionario norteamericano se despierta con una radiante sonrisa de satisfacción y exclama:
- Anoche te mentí, querida! Estoy completamente sano!
Ella arruga la frente y pregunta:
- Por qué lo has hecho ?
Y él, cada vez más radiante, afirma:
- Porque durante toda nuestra vida matrimonial me he venido preguntando cómo harías el amor si pusieras en ello todo el alma.";0;3;01.05.1994 00:00;2;1;s
14;161;marido;mujer;cama;luchador;"Un marido, al volver a su casa, descubre a su mujer en la cama con otro. enfurecido, grita:
- Desgraciada, te voy a matar... Te haré pedazos!
Y después, volviéndose al hombre:
- En cuanto a ti...!
- en cuato a mí? -susurra el hombre, levantándose y exhibiendo un cuerpo de luchador.
- En cuanto a ti... Es mejor que se vista usted, no vaya a ser que coja un resfriado.";0;4;01.05.1994 00:00;2;1;s
13;91;Ricardo;Miguel;mujer;maleta;"Ricardo encuentra en la calle a su amigo Mi9guel con dos maletas y la cara hecha un ""via crucis"": un ojo amoratado, dos dientes rotos, los labios partidos, las orejas vendadas y los nudillos desechos.
- Dios mío...! Qué te ha pasado, Miguel ?
- Mi mujer... Menuda bronca hemos tenido..!
- bronca ? Dirás paliza! Pero si mi mujer me hace eso a mí, la mato!
- Y qué crees que llevo yo en las dos maletas ?";0;3;01.05.1994 00:00;2;1;s
12;213;viajante;esposa;armario ropero;amante;Un viajante de comercio regresa un día antes de lo anunciado a su casa. Su esposa ya se encuentra en la cama. La ve muy nerviosa. Rápido se desnuda, y pretende colocar su traje en el armario ropero. Pero, cuando abre la puerta, se tropieza con un muchacho desnudo que está escondido en el fondo. Furioso, gritta a su esposa: Cuántas veces te he de decir que coloques a tus amantes en TU armario, y no en el mío ?;0;4;01.05.1994 00:00;2;1;s
11;229;senora Jiménez;marido;embarazada;5000 pesetas;"La senora Jiménez se encuentra en su último mes de embarazo. Su marido quiere acercarse a ella.
- No... Ten un poco de cuidado! Toma cinco mil pesetas, y ves a buscar a otra mujer.
El marido sale corriendo, y regresa pasado una hora.
- Tan rápido..? Pero dónde has hido ?
- Aquí mismo, al primer piso, con dona Josefa. Me ha cobrado las cinco mil pesetas.
- Cómo? Sera sinvergüenza! Cuando ella estaba embarazada, yo no le cobré ni una sola peseta a su marido!";0;2;01.05.1994 00:00;2;1;s
19;174;pareja;casa madre;virgen;;"Una pareja contrae matrimonio por la mañana. Al atardecer, el marido vuelve a casa de su madre, que le pregunta, extrañada:
- Pero, hijo, dónde está tu esposa?
- Mira, mamá, la he dejado porque era virgen.
- Muy bien hecho, hijo mío! Lo que los demás no quieran, tú tampoco la has de aceptar!";0;3;01.05.1994 00:00;2;1;s
30;178;mujer con niño;medico;leche;;"Una mujer visita al médico con un niño en brazos.
- Doctor, estoy desesperada. El nene llora día y noche.
El médico examina a la criatura y no encuentra nada anormal. Luego, ordena a la mujer que se quite la blusa, y dice, luego de examinar los pechos, con seguridad:
- Ahora lo entiendo, señora! cómo quiere que el niño no llore, si usted no tiene ni una gota de leche?
- Y cómo quiere que yo tenga leche si no soy su madre? Soy su tía!";0;2;01.06.1994 00:00;2;1;s
33;91;70 años;fármaco;6 meses;;"Un señor que ya había cumplido los 70 años, y no quería morirse. Fue al médico para que le mandara algún fármaco que le quitara años de encima.
Entonces el médico le mandó un jarabe, del que cada cucharadita que tomase le quitaba 10 años.
Efectivamente, se tomó una cucharadita y se quedó con 60 años. Como no quería morirse, se dijo:
- Me voy a tomar otra cucharadita, pero un poco más grande. Se la tomó y se quedó con 40.
Insistió: Todavía son muchos, me voy a tomar otra cucharadita. Y se quedó con 20.
- Bueno, pero ahora tengo que hacer la ""mili"", así que voy a tomar otra cucharadita.
La tomó y se quedó con 6 meses, le dio el sarampión y se murió.";0;2;01.06.1994 00:00;2;1;s
32;91;cateto;apendicitis;auxiliar;afeitar;"Un cateto acude al hospital a operarse de apendicitis. Llega una auxiliar, de éstas que tienen una figura de violín que no se puede aguantar, y le dice:
- Oiga, señor, quítese los pantalones, que le vamos a afeitar.
- Cómo dice?, que me quite los pantalones?
- Sí, hombre, sí; usted tranquilo, que no le pasará nada.
Se baja los pantalones y la auxiliar le coge con los deditos el ""pizarrín"" y empieza allí a darle con la maquinilla.
Cuando llevaba un rato, dice el cateto:
- ""Zuéltela ya, que no ""ze"" cae.";0;3;01.06.1994 00:00;2;1;s
21;158;viajante de commercio;cama differente;;;"El viajante de comercio está a punto de marcharse una vez más.
- Qué vida esta, querida: siempre de aquí para allá, y cada noche en una cama diferente!
Y la mujer se le une pesarosa:
- A quien se la vas a decir, cariño, a quién se lo vas a decir..!";0;4;01.05.1994 00:00;2;1;s
31;233;médico;compañero estudio;Infierno/Cielo;;"Un médico conversa con un viejo compañero de estudios, ahora cura, al que también está tratando en el hospital:
- Cómo me gustaría poder evitar ir al Infierno!
- rezaré por ti. Pero, por favor, por el momento evita tú que yo vaya al Cielo!";0;3;01.06.1994 00:00;2;1;s
80;353;enseigne de vaisseau;navire-amiral;petite ferme;;"Au cours de grandes manoeuvres, un jeune enseigne de vaisseau s´est vu confier le commandement d´un cuirassé. Tout ému, il s´affole et se débrouille si bien qu´il envoie son bateau heurter le navire-amiral.
Le grand patron de la flotte surgit, fou furieux. Il contemple les dégâts et demande, d´un ton glacial, à l´enseigne:
- Et maintenant, que comptez-vous faire?
- Heu...fait le maladroit..acheter une petite ferme.";0;1;;3;3;f
79;329;avion;message;enregistrement;;"Au-dessus de l´Atlantique, les passagers d´un avion de transport entendent, tout à coup, le message suivant:
""Nous volons actuellement à 3.000 mètres d´altitude. Si vous regardez par le hublot de droite, vous verrez deux moteurs en feu. Par le hublot de gauche, vous pouvez voir que les deux autres moteurs sont arrêtés. Si vous regardez carrément en bas, maintenant, vous apercevrez sur la mer un canot de sauvetage jaune, avec six personnes à bord. Ce sont le pilote, le co-pilote, le mécanicien, le radio et les deux hôtesses. C´est un enregistrement que vous entendez en ce moment. Bonne chance à tous...""";0;2;;3;3;f
78;161;prêtre;médaille;130 km/h;180 kh/h;"Un prêtre remet une médaille de saint Christophe à un de ses paroissiens qui vient d´acheter sa première voiture.
- Si vous ne dépassez pas le 130 à l´heure, lui dit-il, elle vous protégera.
- Et si je fais du 180?
- En la présentant, à l´entrée du Paradis, vous aurez une chance d´entrer sans faire la queue.";0;3;;3;3;f
77;379;capitaine gendarm.;conducteur moyen;;;"Un capitaine de gendarmerie donne cette définition du conducteur moyen:
- Ç´est un homme qui, après avoir aperçu un motard, conduit exactement à la vitesse limite...pendant au moins deux kilomètres.";0;1;;3;3;f
85;213;voiture;pancarte;réparations;;"Un automobiliste avait jugé très astucieux d´afficher cet avis sur son pare-brise:
""NE VOLEZ PAS CETTE VIEILLE VOITURE ""
Vous auriez trop de réparations à payer.""
Un jour, pourtant, elle disparut. Et, sur un arbre, en face de l´emplacement où il l´avait laissée, une pancarte était fixée par deux punaises:
""Ne vous tracassez pas pour les réparations, avait ajouté le voleur. Je vous ferai envoyer les factures.""";0;2;;3;3;f
75;341;naufragé;île déserte;journaux;;"Un naufragé est depuis cinq ans dans une île déserte. Enfin, un jour, un bateau apparaît. On le découvre. Un marin vient vers lui en chaloupe avec un paquet de journaux:
- Tenez, dit-il. Lisez d´abord ce qui se passe dans le monde. Demain, vous me direz si vous avez toujours envie de quitter ce petit coin tranquille.";0;2;;3;3;f
66;353;bibliothèque;conquête de l´espace;escabeau;;"À la bibliothèque municipale, un abonné demande:
- Avez-vous des livres sur la conquête de l´espace? Je rêve d´être astronaute.
- Oui, répond la bibliothécaire, mais pour les attraper, il faut que vous preniez l´escabeau.
- Ah! non! fait le monsieur. Impossible. J´ai trop le vertige.";0;3;11.07.1994 00:00;3;3;f
73;305;institutrice;distance;automobiliste;;"L´institutrice interroge un élève:
- Quelle est la plus courte distance d´un point à un autre?
- La ligne droite.
- Bien. Et la plus longue?
- Celle qui sépare un automobiliste en panne de la plus proche station-service.";0;1;;3;3;f
